EstablecimientoCodigo;EstablecimientoGlosa;RegionCodigo;RegionGlosa;ComunaCodigo;ComunaGlosa;ServicioSaludCodigo;ServicioSaludGlosa;TipoEstablecimiento;DependenciaAdministrativa;NivelAtencion;TipoUrgencia;Latitud;Longitud;NivelComplejidad;Anio;SemanaEstadistica;OrdenCausa;Causa;NumTotal;NumMenor1Anio;Num1a4Anios;Num5a14Anios;Num15a64Anios;Num65oMas;FechaAtencionTexto;SexoPaciente;PrioridadTriage;CostoAtencionCLP
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;3;3;Bronquitis/Bronquiolitis aguda;204;66;52;41;38;7;16-01-2023;M;C4;103529.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;3;4;Crisis asmática;151;6;14;39;75;17;16-01-2023;F;C4;77220.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;3;5;Insuficiencia respiratoria aguda;102;3;3;6;39;51;16-01-2023;F;C3;86791.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;3;6;COVID-19 sospecha/confirmada;244;14;23;52;115;40;16-01-2023;F;C1;136467.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;4;1;Influenza y neumonia;150;4;24;21;67;34;23.01.23;F;C4;130321.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;4;2;Infeccion respiratoria aguda alta;129;8;16;23;66;16;23.01.23;M;C4;129447.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;4;3;Bronquitis/Bronquiolitis aguda;184;56;49;31;43;5;23-01-2023;F;C4;81729.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;4;4;Crisis asmática;122;7;17;26;54;18;23-01-2023;F;C4;107924.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;4;5;Insuficiencia respiratoria aguda;116;6;10;5;40;55;23-01-2023;F;C3;68036.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;4;6;COVID-19 sospecha/confirmada;159;12;23;27;77;20;23-01-2023;M;C5;90555.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;4;1;Influenza y neumonia;92;5;10;18;39;20;23-01-2023;M;C4;137103.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;4;2;Infeccion respiratoria aguda alta;99;6;15;19;46;13;23-01-2023;F;C3;113148.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;4;3;Bronquitis/Bronquiolitis aguda;247;83;56;53;46;9;23-01-2023;F;C3;117050.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;4;4;Crisis asmática;55;5;6;17;22;5;23-01-2023;M;C5;84206.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;4;5;Insuficiencia respiratoria aguda;97;4;2;5;41;45;23.01.23;F;C1;134704.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;4;6;COVID-19 sospecha/confirmada;130;12;11;25;59;23;23-01-2023;M;C4;87378.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;4;1;Influenza y neumonia;26;3;0;4;12;7;23-01-2023;F;C3;102958.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;4;2;Infeccion respiratoria aguda alta;57;3;6;9;26;13;23-01-2023;F;C5;121006.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;4;3;Bronquitis/Bronquiolitis agudaa;83;23;22;19;17;2;23-01-2023;M;C4;120802.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;4;4;Crisis asmática;133;8;17;31;60;17;23-01-2023;F;C2;178196.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;4;5;Insuficiencia respiratoria aguda;65;2;3;4;26;30;23-01-2023;F;C3;93438.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;4;6;COVID-19 sospecha/confirmada;93;9;15;13;45;11;23-01-2023;M;C4;94149.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;4;1;Influenza y neumonia;169;12;11;23;71;52;23-01-2023;F;C4;100033.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;4;2;Infeccion respiratoria aguda alta;73;4;9;20;31;9;23-01-2023;M;C4;145309.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;4;3;Bronquitis/Bronquiolitis aguda;138;34;37;26;30;11;23-01-2023;masculino;C4 ;95671.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;;Primario;Ambulatoria (SAPU)  ;-334.372;-707.766;Baja Complejidad;2023;4;4;Crisis asmática;61;3;8;10;32;8;23-01-2023;M;C2;92618.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;4;5;Insuficiencia respiratoria aguda;109;9;4;8;33;55;23-01-2023;M;C2;76862.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;4;6;COVID-19 sospecha/confirmada;187;16;20;38;84;29;23-01-2023;F;C4;109814.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;4;1;Influenza y neumonia;50;4;5;6;22;13;23-01-2023;F;C3;119509.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;4;2;Infeccion respiratoria aguda alta;133;6;15;21;66;25;23-01-2023;M;C5;116188.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;4;3;Bronquitis/Bronquiolitis aguda;73;21;12;13;21;6;23-01-2023;F;C5;139311.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;4;4;Crisis asmática;148;7;18;44;65;14;23.01.23;M;C3;82033.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;4;5;Insuficiencia respiratoria aguda;133;2;6;7;49;69;23-01-2023;F;C5;119402.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;4;6;COVID-19 sospecha/confirmada;167;12;24;32;77;22;23-01-2023;F;;95807.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;5;1;Influenza y neumonia;72;8;4;14;28;18;30-01-2023;F;C2;113798.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;5;2;Infeccion respiratoria aguda alta;151;15;21;26;70;19;30-01-2023;M;C3;121455.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;5;3;Bronquitis/Bronquiolitis aguda;243;82;63;37;43;18;30-01-2023;F;C3;95291.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;5;4;Crisis asmática;202;7;24;56;95;20;30-01-2023;F;C4;109775.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;HOSPITALARIA (UEH);;-703.126;Alta Complejidad;2023;5;5;Insuficiencia respiratoria aguda;74;0;5;3;28;38;30.01.23;M;C4;96036.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;5;6;COVID-19 sospecha/confirmada;96;7;13;22;43;11;30-01-2023;M;C1;57465.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;5;1;Influenza y neumonia;207;14;24;26;90;53;30-01-2023;M;C1;50747.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;5;2;Infeccion respiratoria aguda alta;95;3;9;23;50;10;30.01.23;M;C4;122773.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;5;3;Bronquitis/Bronquiolitis aguda;103;39;24;21;16;3;30-01-2023;M;C1;86914.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;5;4;Crisis asmática;138;7;14;35;64;18;30.01.23;F;C5;77892.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;5;5;Insuficiencia respiratoria aguda;164;4;8;7;55;90;30-01-2023;F;C1;144374.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;5;6;COVID-19 sospecha/confirmada;142;11;16;25;64;26;30-01-2023;F;C3;140831.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;5;1;Influenza y neumonia;162;14;15;17;62;54;30-01-2023;F;C4;146101.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;5;2;Infeccion respiratoria aguda alta;88;3;17;19;36;13;30-01-2023;M;C3;84167.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;5;3;Bronquitis/Bronquiolitis aguda;148;53;30;35;21;9;30-01-2023;M;C5;117711.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;5;4;Crisis asmática;89;1;12;39;30;7;30-01-2023;M;C1;84251.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;5;5;Insuficiencia respiratoria aguda;111;6;9;12;24;60;30-01-2023;M;C2;106870.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;5;6;COVID-19 sospecha/confirmada;173;6;22;40;85;20;30-01-2023;M;C4;76621.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;5;1;Influenza y neumonia;65;5;7;11;26;16;30-01-2023;F;C1;108663.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;5;2;Infeccion respiratoria aguda alta;60;4;10;11;27;8;30.01.23;F;C5;101719.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;5;3;Bronquitis/Bronquiolitis aguda;87;30;31;9;13;4;30-01-2023;M;C4;107352.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;5;4;Crisis asmática;96;5;12;31;33;15;30-01-2023;F;C4;90407.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;5;5;Insuficiencia respiratoria aguda;42;1;2;0;16;23;30-01-2023;M;C2;94009.0
131622;SAPU Pudahuel Sur;13;Metropolitana;13126;Pudahuel;8;Servicio de Salud Metropolitano Occidente;Centro de Salud;Municipal;Primario;Ambulatoria (SAPU);-334.372;-707.766;Baja Complejidad;2023;5;6;COVID-19 sospecha/confirmada;179;11;19;42;90;17;30-01-2023;F;C3;128234.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;;2023;5;1;Influenza y neumonia;140;9;23;25;65;37;30-01-2023;F;C3;
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;5;2;Infeccion respiratoria aguda alta;84;9;14;15;34;12;30-01-2023;M;C4;74584.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;5;3;Bronquitis/Bronquiolitis aguda;128;25;23;30;45;5;30-01-2023;M;C1;119001.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;5;4;Crisis asmática;41;3;6;12;18;2;;M;C4;95790.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;5;5;Insuficiencia respiratoria aguda;51;2;3;2;21;23;30-01-2023;F;C4;58183.0
910333;Hospital Regional de Temuco;9;La Araucania;9101;Temuco;13;Servicio de Salud Araucania Sur;Hospital;Servicio de Salud;Terciario;Urgencia Hospitalaria Especializada;-387.397;-725.984;Alta Complejidad;2023;5;6;COVID-19 sospecha/confirmada;61;3;8;13;27;10;30.01.23;M;C3;80386.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;6;1;Influenza y neumonia;180;12;18;18;75;57;06-02-2023;M;C1;136577.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;6;2;Infeccion respiratoria aguda alta;85;10;11;14;40;10;06-02-2023;M;C3;102673.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;6;3;Bronquitis/Bronquiolitis aguda;115;30;29;17;29;10;06-02-2023;M;C3;52482.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;6;4;Crisis asmática;85;7;10;28;32;8;06-02-2023;M;C4;83906.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;6;5;Insuficiencia respiratoria aguda;98;2;6;9;26;55;06-02-2023;F;C1;62180.0
110901;Hospital Regional de Arica Dr. Juan Noe;15;Arica y Parinacota;15101;Arica;1;Servicio de Salud Arica;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-184.783;-703.126;Alta Complejidad;2023;6;6;COVID-19 sospecha/confirmada;226;13;35;40;107;31;06-02-2023;M;C1;62054.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;6;1;Influenza y neumonia;117;8;14;13;59;23;06-02-2023;M;C2;42223.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;6;2;Infeccion respiratoria aguda alta;59;0;6;14;24;15;06-02-2023;M;C2;71574.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;6;3;Bronquitis/Bronquiolitis aguda;74;13;25;11;22;3;06.02.23;F;C5;129107.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;6;4;Crisis asmática;128;6;19;41;49;13;06-02-2023;F;C2;162144.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;6;5;Insuficiencia respiratoria aguda;71;0;2;6;21;42;06.02.23;F;C4;132870.0
130215;Hospital Dr. Gustavo Fricke;5;Valparaiso;5109;Vina del Mar;5;Servicio de Salud Vina del Mar-Quillota;Hospital;Servicio de Salud;Terciario;Hospitalaria (UEH);-330.245;-715.518;Alta Complejidad;2023;6;6;COVID-19 sospecha/confirmada;231;15;29;39;107;41;06-02-2023;M;C2;103027.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;6;1;Influenza y neumonia;186;18;17;30;72;49;06-02-2023;F;C4;79584.0
131450;SAR La Reina;13;Metropolitana;13115;La Reina;9;Servicio de Salud Metropolitano Oriente;Centro de Salud;Municipal;Primario;Ambulatoria (SAR);-334.429;-705.477;Baja Complejidad;2023;6;2;Infeccion respiratoria aguda alta;62;8;4;16;26;8;06-02-2023;F;C4;128282.0
